street_name,segment_id,total_segments,length_m,start_lat,start_lon,end_lat,end_lon
Caspar-Wüst-Strasse,2,2,323.2,47.4292865,8.5424702,47.4307977,8.542287
Unknown,1,2,500.0,47.31656,8.5359604,47.31658,8.5355654
Unknown,2,2,29.9,47.31658,8.5355654,47.31656,8.5359604
Unknown,1,3,500.0,47.3212966,8.5154813,47.3170684,8.5175089
Unknown,2,3,500.0,47.3170684,8.5175089,47.3131636,8.5204356
Unknown,3,3,60.7,47.3131636,8.5204356,47.3126874,8.5202477
Kettberg,1,2,500.0,47.3970232,8.5149406,47.3978902,8.5085841
Kettberg,2,2,313.6,47.3978902,8.5085841,47.3994541,8.5052295
Kürbsensteig,1,1,120.3,47.3461099,8.5258031,47.3468793,8.5265895
Unknown,1,2,500.0,47.4247527,8.4430226,47.4237512,8.4489875
Unknown,2,2,75.8,47.4237512,8.4489875,47.4239783,8.4498665
Kleinbühlstrasse,1,2,500.0,47.4170103,8.5517019,47.414511,8.5490225
Kleinbühlstrasse,2,2,64.9,47.414511,8.5490225,47.4150799,8.5491622
Owenweg,1,2,500.0,47.3349102,8.5288777,47.3394002,8.528674
Owenweg,2,2,30.0,47.3394002,8.528674,47.3396687,8.5286338
Brown-Boveri-Strasse,1,1,261.4,47.4130079,8.536287,47.4153433,8.5365659
Stadelhoferstrasse,1,1,283.9,47.3662072,8.548742,47.3678935,8.5461245
Hönggerrampe,1,2,500.0,47.3939471,8.4947128,47.3943655,8.4948824
Hönggerrampe,2,2,288.6,47.3943655,8.4948824,47.3941035,8.4936067
Buchholzrain,1,1,183.7,47.4273534,8.5435827,47.4279631,8.5457055
Vulkanstrasse,1,4,500.0,47.3926194,8.488152,47.3937508,8.4819846
Vulkanstrasse,2,4,500.0,47.3937508,8.4819846,47.3954094,8.4758312
Vulkanstrasse,3,4,500.0,47.3954094,8.4758312,47.397051,8.4696706
Vulkanstrasse,4,4,367.2,47.397051,8.4696706,47.3982977,8.4651779
Gimpelweg,1,2,500.0,47.4114347,8.4917187,47.4156324,8.4933155
Gimpelweg,2,2,276.5,47.4156324,8.4933155,47.4161057,8.495652
Büsiseeweg,1,1,94.8,47.4345619,8.5007233,47.4346456,8.5019736
Hochstrasse,1,2,500.0,47.3817368,8.5505941,47.3785825,8.5552351
Hochstrasse,2,2,471.8,47.3785825,8.5552351,47.3757299,8.5588668
Reinhold-Frei-Strasse,1,1,430.4,47.4109552,8.4847797,47.407914,8.4849188
Unknown,1,1,66.8,47.4135903,8.4502367,47.4141259,8.4506377
Langwiesstrasse,1,1,230.3,47.4108435,8.5380269,47.4111584,8.5350318
Rousseaustrasse,1,1,375.8,47.3903749,8.5323009,47.3903541,8.5323237
Unknown,1,2,500.0,47.4463994,8.5633896,47.4461296,8.5683264
Unknown,2,2,310.6,47.4461296,8.5683264,47.4437334,8.5694252
Max-Högger-Strasse,1,1,249.3,47.3925353,8.4909581,47.3934481,8.4896357
Unknown,1,1,203.0,47.3556937,8.4650623,47.3553521,8.4668428
Unknown,1,2,500.0,47.4130847,8.4545482,47.4131586,8.4542258
Unknown,2,2,380.6,47.4131586,8.4542258,47.4144802,8.4495904
Enzenried,1,1,183.4,47.3463265,8.5704533,47.3458876,8.5681555
Promenadengasse,1,1,272.8,47.3700293,8.5489838,47.3682394,8.5503914
Grabenweg,1,2,500.0,47.3679692,8.5904089,47.3665784,8.5888337
Grabenweg,2,2,478.4,47.3665784,8.5888337,47.3679798,8.5903504
Unknown,1,1,140.7,47.3227835,8.5470776,47.3239884,8.5475633
Unter Betentalweg,1,5,500.0,47.3854033,8.4545583,47.3875351,8.4525255
Unter Betentalweg,2,5,500.0,47.3875351,8.4525255,47.3831397,8.4513881
Unter Betentalweg,3,5,500.0,47.3831397,8.4513881,47.3833285,8.4541283
Unter Betentalweg,4,5,500.0,47.3833285,8.4541283,47.3837467,8.4518662
Unter Betentalweg,5,5,157.4,47.3837467,8.4518662,47.3832238,8.4512944
Unknown,1,1,156.4,47.4246023,8.6112212,47.4251891,8.6101174
Vetterliweg,1,1,299.3,47.3815036,8.4825936,47.3837815,8.4814047
Unknown,1,1,383.6,47.3809664,8.6132208,47.3784128,8.6123162
Unknown,1,1,191.9,47.4436037,8.6291521,47.4448694,8.6275666
Unknown,1,4,500.0,47.3246521,8.5765702,47.3265032,8.5824962
Unknown,2,4,500.0,47.3265032,8.5824962,47.326259,8.5888102
Unknown,3,4,500.0,47.326259,8.5888102,47.327553,8.5899947
Unknown,4,4,476.8,47.327553,8.5899947,47.3265644,8.5850516
Schützengasse,1,1,296.6,47.3761027,8.5408934,47.3771284,8.5372892
Unknown,1,1,122.9,47.3156169,8.4685746,47.3161084,8.4699355
Gubristweg,1,1,265.6,47.4162696,8.4791658,47.4142234,8.4793746
Hopfenstrasse,1,1,126.1,47.3652919,8.5197381,47.3650235,8.5213575
Triemlihalde,1,1,172.0,47.3650918,8.4940985,47.3654012,8.4921114
Unknown,1,1,161.9,47.4465447,8.6307706,47.4477348,8.6300374
Judith-Gessner-Platz,1,1,70.6,47.3758891,8.5357519,47.3758891,8.5357519
Unknown,1,2,500.0,47.4400558,8.6316758,47.4402957,8.6308613
Unknown,2,2,68.5,47.4402957,8.6308613,47.4400558,8.6316758
Zelgstrasse,1,1,236.8,47.3669448,8.5229178,47.3686299,8.5210022
Westbühlstrasse,1,1,60.9,47.3308802,8.5366582,47.330384,8.5369433
Fennergasse,1,2,500.0,47.3594184,8.5477193,47.3609997,8.5538592
Fennergasse,2,2,296.3,47.3609997,8.5538592,47.3635128,8.5548188
Unknown,1,2,500.0,47.4339499,8.5839548,47.4316332,8.5896157
Unknown,2,2,21.5,47.4316332,8.5896157,47.4314729,8.5897746
Unknown,1,1,195.0,47.4459682,8.631398,47.4467054,8.6293215
Spulenbrücke,1,1,164.9,47.3433773,8.5189723,47.3443536,8.5200633
Werkgasse,1,1,104.5,47.3628012,8.5500666,47.3623266,8.5488722
Ankerstrasse,1,3,500.0,47.3755306,8.5268516,47.3729454,8.5244036
Ankerstrasse,2,3,500.0,47.3729454,8.5244036,47.3765154,8.5284294
Ankerstrasse,3,3,237.6,47.3765154,8.5284294,47.3755823,8.5268002
Im Heimgärtli,1,1,208.9,47.3699283,8.4894565,47.3713686,8.4876817
Asternweg,1,3,500.0,47.4000073,8.543027,47.4040373,8.5458555
Asternweg,2,3,500.0,47.4040373,8.5458555,47.4068288,8.5471296
Asternweg,3,3,185.8,47.4068288,8.5471296,47.4052352,8.5466251
Unknown,1,2,500.0,47.3310578,8.5982886,47.3281102,8.5939266
Unknown,2,2,53.2,47.3281102,8.5939266,47.3278057,8.5938332
Unknown,1,2,500.0,47.4474978,8.4812604,47.448395,8.4815664
Unknown,2,2,45.7,47.448395,8.4815664,47.4487825,8.4817688
Unknown,1,2,500.0,47.396498,8.6172648,47.3989417,8.6118807
Unknown,2,2,241.3,47.3989417,8.6118807,47.3980657,8.6144054
Unknown,1,1,498.7,47.3301634,8.6195555,47.3316822,8.6188723
Unknown,1,3,500.0,47.4155165,8.605211,47.4157719,8.6042919
Unknown,2,3,500.0,47.4157719,8.6042919,47.4163376,8.6020101
Unknown,3,3,463.4,47.4163376,8.6020101,47.415556,8.6051256
Bühlholzweg,1,2,500.0,47.3270034,8.521623,47.3313822,8.5227052
Bühlholzweg,2,2,75.0,47.3313822,8.5227052,47.3320539,8.5227744
Bienenstrasse,1,1,302.1,47.3807931,8.5081905,47.3822446,8.5048084
Föhrenstrasse,1,11,500.0,47.4094874,8.5379433,47.4075375,8.5439121
Föhrenstrasse,2,11,500.0,47.4075375,8.5439121,47.4056323,8.5498745
Föhrenstrasse,3,11,500.0,47.4056323,8.5498745,47.4044661,8.5562496
Föhrenstrasse,4,11,500.0,47.4044661,8.5562496,47.4058268,8.5507407
Föhrenstrasse,5,11,500.0,47.4058268,8.5507407,47.4073018,8.5444829
Föhrenstrasse,6,11,500.0,47.4073018,8.5444829,47.4087765,8.5382248
Föhrenstrasse,7,11,500.0,47.4087765,8.5382248,47.4102507,8.5319663
Föhrenstrasse,8,11,500.0,47.4102507,8.5319663,47.4117247,8.5257075
Föhrenstrasse,9,11,500.0,47.4117247,8.5257075,47.4109733,8.5299641
Föhrenstrasse,10,11,500.0,47.4109733,8.5299641,47.4098113,8.5363637
Föhrenstrasse,11,11,91.0,47.4098113,8.5363637,47.4095978,8.537527
Unknown,1,1,189.3,47.4201759,8.5861101,47.4199398,8.5885689
Unknown,1,1,184.1,47.3260404,8.6214524,47.3248132,8.6230805
Forsterstrasse,1,2,500.0,47.382234,8.5585028,47.3800853,8.5641839
Forsterstrasse,2,2,52.8,47.3800853,8.5641839,47.379834,8.5647771
Lommisweg,1,1,184.1,47.3908287,8.4869208,47.389718,8.4868111
Unknown,1,1,171.0,47.3480475,8.4587745,47.3491993,8.4602385
Unknown,1,1,82.7,47.3596863,8.4588318,47.3599921,8.4598303
Sädlenweg,1,1,212.8,47.3666474,8.4895068,47.3677566,8.4873754
Stockenwiesweg,1,3,500.0,47.3678483,8.6218016,47.3678181,8.62176
Stockenwiesweg,2,3,500.0,47.3678181,8.62176,47.3675431,8.6225137
Stockenwiesweg,3,3,72.3,47.3675431,8.6225137,47.3678483,8.6218016
Unknown,1,1,76.2,47.3172325,8.5505293,47.3165751,8.5506717
Unknown,1,2,500.0,47.4054538,8.6202166,47.4056088,8.6263171
Unknown,2,2,486.6,47.4056088,8.6263171,47.4078756,8.6318131
Unknown,1,2,500.0,47.332937,8.6209796,47.3292179,8.624374
Unknown,2,2,37.6,47.3292179,8.624374,47.3290381,8.6247932
Unknown,1,2,500.0,47.3181407,8.4678074,47.3156909,8.4718599
Unknown,2,2,431.0,47.3156909,8.4718599,47.3122966,8.4735795
Unknown,1,10,500.0,47.3274015,8.6016175,47.3269915,8.5966335
Unknown,2,10,500.0,47.3269915,8.5966335,47.3283505,8.5910273
Unknown,3,10,500.0,47.3283505,8.5910273,47.3309436,8.5857604
Unknown,4,10,500.0,47.3309436,8.5857604,47.3325599,8.5865998
Unknown,5,10,500.0,47.3325599,8.5865998,47.331932,8.5931499
Unknown,6,10,500.0,47.331932,8.5931499,47.3313037,8.5997
Unknown,7,10,500.0,47.3313037,8.5997,47.3306751,8.6062499
Unknown,8,10,500.0,47.3306751,8.6062499,47.3297006,8.6071931
Unknown,9,10,500.0,47.3297006,8.6071931,47.3275354,8.6015063
Unknown,10,10,0.5,47.3275354,8.6015063,47.3275332,8.6015005
Unknown,1,1,245.0,47.3209746,8.5204492,47.3195422,8.5185892
Wernerstrasse,1,1,151.7,47.3421265,8.5266181,47.3429313,8.5282384
Hohe Promenade,1,1,471.1,47.3685521,8.5508165,47.3666327,8.5475523
Europaplatz,1,1,154.7,47.3780151,8.5358184,47.3780151,8.5358184
Unknown,1,1,456.7,47.3418823,8.5749638,47.3418823,8.5749638
Unknown,1,1,179.8,47.4087458,8.6059182,47.410233,8.6053129
Wechselwiesenstrasse,1,1,135.3,47.406609,8.578541,47.4072962,8.5770623
Unknown,1,1,420.1,47.3982799,8.6117022,47.3999437,8.6079102
Unknown,1,1,348.0,47.4101489,8.6223923,47.4101909,8.6269915
Unknown,1,1,31.4,47.3209638,8.5807796,47.3209054,8.5803728
Zwielplatz,1,1,27.7,47.4019413,8.4968006,47.4021791,8.4968478
Brinerstrasse,1,1,154.9,47.3686566,8.5187448,47.3697078,8.5187888
Unknown,1,1,450.4,47.4411992,8.508678,47.4409422,8.5143782
Unknown,1,1,91.0,47.3167734,8.5884943,47.3161005,8.5890311
Billrothstrasse,1,1,126.3,47.3619446,8.5571667,47.3626393,8.5584901
Zeisigweg,1,1,146.2,47.3429378,8.5267923,47.3440176,8.5256885
Freiensteinstrasse,1,1,74.7,47.3703929,8.5550069,47.3707322,8.5558604
Unknown,1,2,500.0,47.4004685,8.6164324,47.4041516,8.6196077
Unknown,2,2,153.2,47.4041516,8.6196077,47.4054538,8.6202166
Thomasweg,1,1,94.8,47.3749738,8.5139398,47.3755357,8.5148834
Unknown,1,1,73.6,47.3331557,8.4743191,47.3332736,8.4752448
Westbühlstrasse,1,1,381.6,47.3278917,8.5352038,47.330762,8.536484
Unknown,1,2,500.0,47.3256907,8.4772293,47.3259548,8.4721649
Unknown,2,2,272.7,47.3259548,8.4721649,47.3262279,8.4685806
Hesenlooweg,1,3,500.0,47.3413214,8.5304566,47.3409521,8.5241792
Hesenlooweg,2,3,500.0,47.3409521,8.5241792,47.3372425,8.5210117
Hesenlooweg,3,3,158.4,47.3372425,8.5210117,47.337224,8.519158
Unknown,1,1,103.2,47.4176981,8.6173174,47.4169673,8.616474
Unknown,1,1,121.5,47.4476715,8.6304026,47.4486783,8.6305128
Unknown,1,2,500.0,47.3930553,8.4473525,47.3944673,8.4479665
Unknown,2,2,39.2,47.3944673,8.4479665,47.3944094,8.4484788
Felsenstrasse,1,1,112.0,47.3601279,8.5601169,47.3602378,8.5615139
Unknown,1,2,500.0,47.4312522,8.4609095,47.4283666,8.4563078
Unknown,2,2,362.3,47.4283666,8.4563078,47.4261562,8.4532567
Oskar-Bider-Strasse,1,1,96.9,47.3943805,8.5370485,47.3948472,8.5381327
Othmarstrasse,1,1,156.9,47.3643593,8.5501078,47.3644114,8.5486006
Unknown,1,2,500.0,47.3194048,8.579956,47.318658,8.5834447
Unknown,2,2,466.5,47.318658,8.5834447,47.319314,8.5791366
Unknown,1,1,395.2,47.4196514,8.6202892,47.417135,8.6179444
Unknown,1,2,500.0,47.3179975,8.5160517,47.3178509,8.5157163
Unknown,2,2,228.1,47.3178509,8.5157163,47.3164025,8.5177295
Dunkelhölzlifussweg,1,2,500.0,47.3438651,8.5212609,47.3467878,8.5215877
Dunkelhölzlifussweg,2,2,214.6,47.3467878,8.5215877,47.3456824,8.5201728
Ziegelhüttenstrasse,1,2,500.0,47.3942716,8.5791839,47.3972712,8.5745481
Ziegelhüttenstrasse,2,2,124.8,47.3972712,8.5745481,47.3981958,8.5736216
Unknown,1,1,159.8,47.4199659,8.5827855,47.4209531,8.5837472
Unknown,1,1,133.5,47.3374693,8.4886113,47.3366594,8.4878518
Im Raindörfli,1,1,133.7,47.3437264,8.5271311,47.34304,8.5256792
Unknown,1,1,134.3,47.3588112,8.4609593,47.3593476,8.4621422
Paul-Grüninger-Weg,1,1,111.3,47.4130734,8.5338844,47.4120818,8.5340823
Preyergasse,1,1,197.2,47.3739637,8.5437297,47.3740977,8.5429404
Unknown,1,1,402.0,47.4129359,8.4446315,47.4127347,8.4472066
Unknown,1,1,277.0,47.3156735,8.5353121,47.3156178,8.531737
Unknown,1,1,166.5,47.420047,8.6000407,47.4207611,8.5994671
Freischützgasse,1,1,352.5,47.3775914,8.5331409,47.3769068,8.5323849
Am Wettingertobel,1,2,500.0,47.4019413,8.4968006,47.4007259,8.4945763
Am Wettingertobel,2,2,166.5,47.4007259,8.4945763,47.4016918,8.4962258
Leuengasse,1,1,121.4,47.3721023,8.5452139,47.3720574,8.5438052
Unknown,1,1,166.8,47.4132285,8.6140737,47.414462,8.6144016
Unknown,1,1,147.3,47.3959182,8.6132014,47.3948897,8.6143776
Trichtisalweg,1,1,243.9,47.353683,8.6046458,47.3525392,8.602546
Sonneggsteig,1,1,85.1,47.3834429,8.5433724,47.383627,8.5444663
Unknown,1,1,190.3,47.3996317,8.6078403,47.3997866,8.6055454
Meierwiesenweg,1,7,500.0,47.3939273,8.4916471,47.39532,8.4853618
Meierwiesenweg,2,7,500.0,47.39532,8.4853618,47.3973374,8.4810846
Meierwiesenweg,3,7,500.0,47.3973374,8.4810846,47.3962128,8.4874972
Meierwiesenweg,4,7,500.0,47.3962128,8.4874972,47.3950878,8.4939094
Meierwiesenweg,5,7,500.0,47.3950878,8.4939094,47.3939624,8.5003215
Meierwiesenweg,6,7,500.0,47.3939624,8.5003215,47.3937623,8.496802
Meierwiesenweg,7,7,391.6,47.3937623,8.496802,47.3938757,8.491628
Unknown,1,1,74.7,47.4470767,8.5761954,47.4473687,8.575312
Unknown,1,1,217.0,47.3783318,8.6198572,47.3772186,8.6176236
Unknown,1,15,500.0,47.4381624,8.5708933,47.4371223,8.5696568
Unknown,2,15,500.0,47.4371223,8.5696568,47.4338461,8.5651166
Unknown,3,15,500.0,47.4338461,8.5651166,47.4305698,8.5605769
Unknown,4,15,500.0,47.4305698,8.5605769,47.4276931,8.5567488
Unknown,5,15,500.0,47.4276931,8.5567488,47.4307691,8.5615739
Unknown,6,15,500.0,47.4307691,8.5615739,47.4339887,8.5661321
Unknown,7,15,500.0,47.4339887,8.5661321,47.4367391,8.569288
Unknown,8,15,500.0,47.4367391,8.569288,47.4362912,8.5688584
Unknown,9,15,500.0,47.4362912,8.5688584,47.4391614,8.5724965
Unknown,10,15,500.0,47.4391614,8.5724965,47.437693,8.5703467
Unknown,11,15,500.0,47.437693,8.5703467,47.4353968,8.5678596
Unknown,12,15,500.0,47.4353968,8.5678596,47.438832,8.5721319
Unknown,13,15,500.0,47.438832,8.5721319,47.4377838,8.5704348
Unknown,14,15,500.0,47.4377838,8.5704348,47.4398112,8.5735107
Unknown,15,15,465.7,47.4398112,8.5735107,47.4393462,8.5727884
Im Heuried,1,1,247.3,47.3676827,8.5065781,47.3685807,8.5095303
Batteriesteig,1,4,500.0,47.387732,8.5534613,47.3887636,8.5582686
Batteriesteig,2,4,500.0,47.3887636,8.5582686,47.3882283,8.5587664
Batteriesteig,3,4,500.0,47.3882283,8.5587664,47.3879463,8.5546713
Batteriesteig,4,4,93.4,47.3879463,8.5546713,47.3876415,8.5535977
Unknown,1,2,500.0,47.433602,8.6021812,47.4332453,8.5959319
Unknown,2,2,51.9,47.4332453,8.5959319,47.4330354,8.5953168
Unknown,1,1,140.7,47.4420102,8.4700554,47.4428554,8.4714439
Ausserdorfstrasse,1,1,339.2,47.4253038,8.5437779,47.425032,8.5481801
Unknown,1,2,500.0,47.3233825,8.4569717,47.3255643,8.4519695
Unknown,2,2,196.7,47.3255643,8.4519695,47.325556,8.4498545
Unknown,1,1,108.6,47.4268147,8.4674512,47.4272347,8.4662412
Opfikonweg,1,1,127.3,47.4197949,8.5694949,47.420898,8.5690703
Unknown,1,1,356.9,47.4484321,8.4564846,47.4496795,8.4581106
Unknown,1,6,500.0,47.3371533,8.622798,47.3381051,8.6291423
Unknown,2,6,500.0,47.3381051,8.6291423,47.340045,8.6346033
Unknown,3,6,500.0,47.340045,8.6346033,47.3401863,8.6317693
Unknown,4,6,500.0,47.3401863,8.6317693,47.3381546,8.625867
Unknown,5,6,500.0,47.3381546,8.625867,47.3359349,8.6202061
Unknown,6,6,47.7,47.3359349,8.6202061,47.3358101,8.6196178
Unknown,1,1,447.3,47.4108531,8.6223679,47.4120685,8.6279964
Stäblistrasse,1,1,328.1,47.3834006,8.5482004,47.3833993,8.5495468
Maneggbrücke,1,1,67.7,47.337224,8.519158,47.3367519,8.5185939
Unknown,1,1,417.1,47.3353578,8.4588965,47.3316693,8.4598919
Holzgasse,1,1,57.2,47.3692647,8.5311202,47.3696628,8.53064
Finkenrain,1,1,72.0,47.4121751,8.5241454,47.4119676,8.5232766
Zähringerstrasse,1,1,273.1,47.3748444,8.5446336,47.3748813,8.5446303
Dorfstrasse,1,1,448.7,47.3936333,8.524758,47.3951534,8.5194752
Schönleinstrasse,1,1,151.4,47.3730744,8.5516112,47.3740508,8.5524157
Unknown,1,4,500.0,47.346535,8.5789503,47.3436444,8.5800596
Unknown,2,4,500.0,47.3436444,8.5800596,47.3431328,8.5813626
Unknown,3,4,500.0,47.3431328,8.5813626,47.3463439,8.5799269
Unknown,4,4,302.9,47.3463439,8.5799269,47.3437066,8.580849
Münsterhof,1,1,228.9,47.3698925,8.5413589,47.36987,8.5418555
Hardturmweg,1,1,138.4,47.3936075,8.5127911,47.3947821,8.5133957
Kempfhofsteig,1,1,385.5,47.3983257,8.5111979,47.3980495,8.5104749
Quaibrücke,1,1,326.2,47.3667173,8.5423606,47.3667666,8.5423397
Unknown,1,1,114.0,47.3253015,8.471163,47.3250442,8.4726193
Libellenweg,1,2,500.0,47.3837968,8.4753377,47.387639,8.4769065
Libellenweg,2,2,248.7,47.387639,8.4769065,47.3893237,8.4790729
Seegartenstrasse,1,1,116.6,47.3615712,8.5494395,47.3612855,8.5479821
Zwyssigstrasse,1,5,500.0,47.3877311,8.4866302,47.3902804,8.4873048
Zwyssigstrasse,2,5,500.0,47.3902804,8.4873048,47.3859668,8.4856214
Zwyssigstrasse,3,5,500.0,47.3859668,8.4856214,47.3817096,8.483618
Zwyssigstrasse,4,5,500.0,47.3817096,8.483618,47.3772423,8.4834531
Zwyssigstrasse,5,5,222.9,47.3772423,8.4834531,47.3754028,8.4845804
Kappelergasse,1,1,167.8,47.3691211,8.5417903,47.3688241,8.5396129
Unknown,1,1,353.8,47.3134827,8.5814689,47.3158822,8.5817604
Feldenmoosstrasse,1,2,500.0,47.3665362,8.4669604,47.3692082,8.4706664
Feldenmoosstrasse,2,2,138.3,47.3692082,8.4706664,47.3694426,8.4722882
Enzenried,1,1,46.0,47.3467507,8.5719144,47.3471052,8.5716106
Sechseläutenplatz,1,4,500.0,47.3612855,8.5479821,47.3650701,8.5457474
Sechseläutenplatz,2,4,500.0,47.3650701,8.5457474,47.3646392,8.5459985
Sechseläutenplatz,3,4,500.0,47.3646392,8.5459985,47.3685989,8.5437789
Sechseläutenplatz,4,4,266.1,47.3685989,8.5437789,47.366466,8.5450035
Unknown,1,1,34.6,47.3316193,8.6090213,47.3317317,8.6086008
Zwidenweg,1,1,314.0,47.4101173,8.5098836,47.4116479,8.509698
Köhlerstrasse,1,2,500.0,47.377042,8.5840501,47.3803023,8.5800605
Köhlerstrasse,2,2,123.0,47.3803023,8.5800605,47.3808364,8.5786371
Unknown,1,1,77.1,47.3180577,8.5837245,47.3180545,8.5827053
Unknown,1,1,461.3,47.3930366,8.6301751,47.3964793,8.6271742
Viktoriaweg,1,1,149.6,47.4025381,8.5504353,47.4022095,8.5523138
Unknown,1,1,264.7,47.4452266,8.5005169,47.4431099,8.5017832
Ruggernweg,1,2,500.0,47.4079445,8.494635,47.4098429,8.4887235
Ruggernweg,2,2,59.5,47.4098429,8.4887235,47.410098,8.4880333
Weibelackerstrasse,1,3,500.0,47.3931959,8.5872624,47.3928061,8.5815023
Weibelackerstrasse,2,3,500.0,47.3928061,8.5815023,47.3947642,8.5762012
Weibelackerstrasse,3,3,34.4,47.3947642,8.5762012,47.3949298,8.5758169
Unknown,1,1,179.7,47.4148611,8.4474842,47.4157723,8.4455171
Unknown,1,1,198.4,47.3718889,8.4517408,47.3735342,8.45104
Kreuzplatz,1,1,243.5,47.3647089,8.5543707,47.3647089,8.5543707
Im Hofgarten,1,2,500.0,47.3936686,8.538945,47.3968794,8.5345884
Im Hofgarten,2,2,51.3,47.3968794,8.5345884,47.3968291,8.5339276
Unknown,1,2,500.0,47.4010523,8.6180474,47.4011727,8.6176784
Unknown,2,2,353.7,47.4011727,8.6176784,47.3992508,8.6213983
Unknown,1,2,500.0,47.3417375,8.5770962,47.3458709,8.5764721
Unknown,2,2,124.9,47.3458709,8.5764721,47.3468169,8.5772535
Basteiplatz,1,1,78.4,47.3697004,8.5353961,47.3702293,8.5360816
Unknown,1,7,500.0,47.3268679,8.5295259,47.322884,8.5284987
Unknown,2,7,500.0,47.322884,8.5284987,47.3184629,8.5272872
Unknown,3,7,500.0,47.3184629,8.5272872,47.3140418,8.5260758
Unknown,4,7,500.0,47.3140418,8.5260758,47.3140666,8.5284755
Unknown,5,7,500.0,47.3140666,8.5284755,47.3180958,8.5292843
Unknown,6,7,500.0,47.3180958,8.5292843,47.3225558,8.5289934
Unknown,7,7,458.7,47.3225558,8.5289934,47.3266562,8.5295633
Unknown,1,1,104.2,47.4316593,8.5762274,47.4307977,8.5757462
Theaterstrasse,1,1,328.6,47.3651939,8.5479005,47.3674616,8.5452085
Unterer Kalberhauweg,1,1,467.9,47.3815583,8.472899,47.3782456,8.4764854
Paul-Feyerabend-Hof,1,1,94.2,47.4074414,8.5055935,47.4066868,8.5055677
Unknown,1,1,447.9,47.4476617,8.4943512,47.4466836,8.4996794
Unknown,1,2,500.0,47.4217821,8.6006066,47.4207396,8.6068154
Unknown,2,2,69.7,47.4207396,8.6068154,47.4206459,8.6077286
Unknown,1,1,218.1,47.4197592,8.583689,47.4199659,8.5827855
Rütiwiesweg,1,1,105.0,47.3781568,8.4932873,47.3774069,8.4941223
Alter Kirchenweg,1,1,395.3,47.3321828,8.5389454,47.3297673,8.5420254
Stockenwiesweg,1,1,195.4,47.3641022,8.6201518,47.3648666,8.6178472
Hirschgartnerweg,1,1,159.4,47.401144,8.5448607,47.4012147,8.5462819
Unknown,1,3,500.0,47.3598992,8.4627433,47.3603199,8.4615186
Unknown,2,3,500.0,47.3603199,8.4615186,47.3598915,8.4613292
Unknown,3,3,168.5,47.3598915,8.4613292,47.3598992,8.4627433
Unknown,1,1,122.1,47.3175124,8.5428322,47.3179622,8.5416141
Unknown,1,8,500.0,47.4156058,8.5887997,47.4181646,8.5938585
Unknown,2,8,500.0,47.4181646,8.5938585,47.4205619,8.5992454
Unknown,3,8,500.0,47.4205619,8.5992454,47.4239259,8.6029303
Unknown,4,8,500.0,47.4239259,8.6029303,47.4214836,8.5973664
Unknown,5,8,500.0,47.4214836,8.5973664,47.419041,8.5918031
Unknown,6,8,500.0,47.419041,8.5918031,47.4165981,8.5862403
Unknown,7,8,500.0,47.4165981,8.5862403,47.4148085,8.583856
Unknown,8,8,402.9,47.4148085,8.583856,47.4154822,8.588914
Unknown,1,1,247.3,47.3822466,8.6276076,47.3834263,8.6302676
Unknown,1,1,363.8,47.4459427,8.626755,47.4475587,8.6232699
Tobelholzweg,1,2,500.0,47.4178532,8.5040648,47.4138695,8.5017896
Tobelholzweg,2,2,89.9,47.4138695,8.5017896,47.4131143,8.5019812
Unknown,1,1,22.7,47.4086597,8.4624179,47.4088473,8.462459
Unknown,1,2,500.0,47.446262,8.492557,47.4480162,8.4873196
Unknown,2,2,162.8,47.4480162,8.4873196,47.448427,8.4852501
Mommsenstrasse,1,1,385.2,47.3782641,8.5575302,47.3782921,8.5574892
Unknown,1,1,214.1,47.4249962,8.6181231,47.4246135,8.620715
Schürwies,1,1,92.4,47.3456134,8.5294115,47.3454471,8.5304094
Unknown,1,3,500.0,47.3429014,8.6067445,47.3434359,8.6058062
Unknown,2,3,500.0,47.3434359,8.6058062,47.342628,8.6061494
Unknown,3,3,80.1,47.342628,8.6061494,47.3429014,8.6067445
Schulsteig,1,1,102.5,47.4082884,8.5446247,47.4090729,8.5453378
Heliosstrasse,1,1,329.8,47.3623761,8.5613929,47.3647542,8.5588829
Unknown,1,2,500.0,47.3170555,8.4775275,47.3209492,8.4793094
Unknown,2,2,242.4,47.3209492,8.4793094,47.3221013,8.4818489
Pfingstweidbrücke,1,1,413.7,47.3926022,8.5027039,47.3937905,8.4979713
Hintermeisterhof,1,2,500.0,47.3382089,8.5248093,47.3354195,8.5250363
Hintermeisterhof,2,2,309.9,47.3354195,8.5250363,47.3381914,8.5247931
Unknown,1,2,500.0,47.4298302,8.4456521,47.4276088,8.4513131
Unknown,2,2,265.6,47.4276088,8.4513131,47.4258084,8.4536103
Unknown,1,2,500.0,47.3209912,8.6150217,47.3251139,8.6135278
Unknown,2,2,493.3,47.3251139,8.6135278,47.3217228,8.6108936
Unknown,1,5,500.0,47.3363031,8.6236923,47.3362291,8.6242843
Unknown,2,5,500.0,47.3362291,8.6242843,47.3346301,8.6258193
Unknown,3,5,500.0,47.3346301,8.6258193,47.337548,8.6220337
Unknown,4,5,500.0,47.337548,8.6220337,47.3368893,8.6230629
Unknown,5,5,146.7,47.3368893,8.6230629,47.3363964,8.6228954
